C_Direction,C_lanes,C_free_speed,C_capacity,C_link_type,C_D_transport,C_D_tree,C_D_grass,C_D_farmland,C_D_building,C_D_sparseveg,C_D_water,C_800_deg_C,C_betw_800m,C_clo_800m,C_depth_800m,P_road,P_sidewalk,P_building,P_wall,P_fence,P_pole,P_traffic li,P_traffic si,P_vegetation,P_terrain,P_sky,P_person,P_rider,P_car,P_truck,P_bus,P_train,P_motorcycle,P_bicycle,CY_W_pop,CY_A_pop,CY_H_pop,CY_Spend,CY_A_0_14,CY_A_15_64,CY_A__65,CY_A_un,new_id
-0.006685686,-0.0029570307,0.0012173422,-0.00094150257,6.5858265e-05,-0.009137813,-0.0044394997,-9.08102e-06,0.0017395171,-0.0063722837,0.004053885,-0.0028873459,0.006232554,0.0030287374,0.00033086803,0.0054894607,-6.977165e-05,0.0014663029,0.00862285,-0.0018187581,0.000826223,0.003336116,0.0016518101,-0.00014423419,0.0033480998,-2.6651576e-05,-0.0016414026,0.004619612,0.0041086604,-0.0006322026,-0.0032150177,0.00086462544,-0.00087600545,-0.00021968468,-0.000188022,0.0047083464,5.452926e-05,-0.00041496873,0.002134153,-0.0010186209,0.0024858743,0.003714167,0.0017440332,19001
0.0027825162,0.00034011458,-0.0016977629,0.0010396476,0.00013169461,-0.018084811,-0.0042378204,-8.548645e-05,0.0019054937,-0.005183635,0.0040271604,-0.0042423066,0.004344322,-0.00041667637,8.994051e-05,0.006818236,2.1498925e-06,0.0037717547,0.0049586827,-0.004561891,-0.0002512515,0.0010922862,0.0028550685,-0.00087110326,0.0014921215,-0.0016283192,-0.0026275387,-0.0011727427,0.00088717917,-6.626143e-05,-0.0018240158,0.0014581585,-0.001014226,-0.00069869554,-0.001594691,0.00014914911,0.002201795,0.00019717142,-0.0016678175,-0.0022315597,0.0004698738,0.0022950028,-0.0014080742,19002
0.0026460695,0.00038463523,-0.0021876981,0.0009637031,0.00019561987,-0.015982836,0.0011015064,-8.8329965e-05,0.0010152699,-0.0019219588,0.0080447495,-0.0033847624,0.0007006179,0.0041098217,0.0022786076,0.005782029,-2.0219984e-06,0.0020868122,0.007886367,-0.0010700867,-0.0016657488,0.0016505058,0.0025411916,-0.0010571525,-0.00076782703,-0.00075918867,-0.0010391251,-0.0017147544,0.00039203436,-0.0015829424,0.0032060891,-0.00046399573,-0.0010145406,-0.00030655783,-0.0011081806,-0.00074581284,0.0024963357,-0.00026643215,0.00028938876,-0.0003572734,0.003684286,0.0032042703,-0.00086637115,19003
-0.008234089,-0.0030447603,0.0039969217,-0.0007021056,4.9716917e-05,-0.0016041374,-0.007364242,-5.147246e-05,-0.00035741474,-0.0068965172,-0.00029897463,-0.0024762696,0.0018645305,-0.00358182,-0.0014636783,0.004390945,-0.00016706304,-0.003295351,0.0051410906,-0.0017632126,-0.0002132737,0.00262634,0.002113678,-0.001626866,-0.0009697888,-0.0020380146,-0.0030427314,0.005534831,0.004194565,0.0008204484,-0.0014218659,0.00027981412,-0.001468849,0.00019627703,-0.002335354,0.0053632227,5.5121225e-05,0.0027133399,0.003198489,-0.00055339694,0.0020326592,0.0015355584,0.009827741,19004
-0.005496132,-0.002920434,0.0011000757,-0.00020980378,-0.0004452995,-0.018872157,-0.010071835,-8.726556e-05,0.0009748914,-0.009507566,0.0034725894,-0.003555654,0.0062222276,1.0290566e-05,-7.0512506e-05,-0.007705669,0.0009243533,0.002300404,0.0067362646,-0.0013313922,0.0002133918,-0.0036571939,-0.003326993,-0.00085367414,0.0011286328,-0.0012062471,-0.002339793,0.0005851251,0.00061373407,0.0018025001,-0.002234359,0.001472252,-0.0018611226,0.00072870427,-0.0023437259,0.006413386,7.4401823e-06,0.004434726,0.0026160483,-0.005211004,0.0019951013,0.00084345514,0.009864403,19005
-0.002360484,-0.00040283104,0.0026726944,-0.0007303118,1.6918695e-05,0.050587293,0.0021648973,-6.5855646e-05,-0.00086946785,0.010378641,-0.0007887893,0.0017665236,0.00063112885,-0.004083318,-0.0010950221,0.0022615343,-0.00023865815,-0.0019988958,0.0017441101,-0.002310664,-0.0005611309,0.0023257863,0.00048743328,-0.003059711,0.0010387813,-0.0016454661,0.0002454753,0.0013950554,-0.0006716582,-0.0021133898,-0.0072882,-0.00017540151,-0.0010275814,0.0006382912,-0.004343042,-0.0013167743,-0.00034057506,0.0023783764,-0.0032542571,-0.0007819779,1.6672195e-05,0.00080647826,0.0014406865,19006
-0.0080596935,-0.0037589124,0.00079772767,-0.00046389707,4.7228397e-05,-0.027222361,-0.004563759,-0.000107729495,-0.0011501332,-0.011015204,-0.0060567176,-0.00488072,0.0033429018,-0.007490911,-0.0019065401,-4.9377933e-05,-3.267648e-05,-0.010093261,-4.1376232e-05,0.0015304222,-0.0011713551,-0.0060634976,-0.001611101,-0.0052397815,0.00044086884,-0.005531008,-0.003974557,-0.00040163117,0.00052321376,-0.002183263,-0.0050732186,-0.0010767193,-0.0023708588,-0.002869455,-0.0027174274,0.004025022,-0.00011664921,0.0045614466,0.0007527121,-0.0011324513,0.0005548898,0.00088654837,-0.00079821405,19007
-0.0093698595,-0.003035751,0.0010683808,-0.00030822115,0.0001377744,-0.029035512,-0.002782893,-0.0004136696,-0.0012470227,-0.0049675144,-0.004381405,0.0018383918,0.0015638329,-0.00044636775,0.00036984342,0.004944103,-0.00040889336,-0.00038215448,0.006495721,-0.0014955295,-0.0004355387,-0.0035045652,0.00010159231,-0.0060199546,0.0012958985,-0.0045393044,-0.00090088305,0.0014738848,0.003193965,-0.010682871,-0.0049362564,-0.00036571288,-0.0014757938,-0.0013026195,-0.0029020286,0.0051204544,-3.223918e-05,0.0031507509,0.0020953002,-0.00017450751,0.0018106728,0.00162324,0.0009900113,19008
-0.0073065786,-0.0032247177,0.0010554823,-0.0015216778,-0.0013907457,-0.014898182,-0.009981296,-1.7246071e-05,-0.0010084974,-0.009319814,-0.0014981498,-0.0042472756,0.005975178,-0.0003154495,-0.0008256909,-0.00024613817,2.00151e-05,0.007213416,0.005056891,-0.00197354,0.0008496204,0.0039802054,-0.005071979,-0.0013970566,-0.0018348207,-0.002326229,-0.0039672446,0.0007317548,0.00023539385,0.000115143106,-0.0036293922,0.00059592194,-0.0016658487,0.00016946947,-0.0018954066,0.0065975524,-0.0010419361,0.0029872202,0.0009918463,-0.00139666,0.001937103,0.0011430301,0.009828746,19009
-0.0042026937,-0.0052226633,0.0005141205,-6.020001e-05,0.00016570368,-0.04295004,-0.0017134785,-0.00047112643,-0.0049430933,-0.0021963704,-0.01552123,-0.0023260668,0.00013561537,-0.00010978742,-0.0007793119,0.0037113104,-0.000112884285,0.0011394077,-0.015443217,-0.0012320825,-0.0005975983,-0.003060424,0.00020513733,0.0018558908,-0.0069890926,-0.0037395558,-0.000942956,0.00030805066,0.0017714197,-0.0025153782,0.0014723734,0.0009413715,-0.0014063132,-0.0040041055,-0.00038112947,0.0037405856,-0.00013233132,0.0011415668,0.0013020897,-8.684648e-06,0.0005281264,0.0015243434,0.0009507629,19010
-0.0012238643,-0.0041580554,0.0005851545,0.000505162,0.00016585006,-0.040740885,-0.001837608,-0.0004966748,-0.0040740413,-0.0011978047,-0.011607209,0.0034640564,4.402501e-05,0.0029375046,-0.0011243781,0.0028428927,0.0005944281,0.006690933,-0.0108899735,-0.0010611644,-0.0025179766,-0.00034491436,0.00024863615,0.007925861,-0.0049797897,0.0045857546,-2.92174e-05,0.00016968613,0.0031878427,-0.002124637,0.001305874,0.004094903,-0.0013217699,-0.0023684257,-0.00070470053,0.0036883277,-0.00013799341,0.0010865208,0.0016124832,-0.00015648826,0.0007301927,0.0012933024,0.00079626916,19011
-0.0015375231,-0.00041997494,0.0006342244,-0.00012298989,0.00015736498,-0.02169568,-0.004669013,-0.00063476065,-0.0008946841,0.002219294,-0.004765189,0.00033215113,0.0025244704,0.0021227696,-0.0016171748,0.0059184507,6.4577725e-05,0.0009823607,-0.0051181633,0.0025810767,0.0101222955,-0.0012323351,0.0005808107,0.0047061318,-0.005271694,-0.0007276044,0.0011279783,0.0009659582,0.0043421425,-0.0029553396,0.005612343,0.0012384572,-0.0013395767,0.0021655099,-0.0011789787,0.0029284623,-0.00030237983,0.0012834637,0.002167276,0.0030307542,0.00084803416,0.0011163381,0.0007329908,19012
-0.00794751,-0.0030217753,0.000333545,-2.0888563e-06,0.00016787244,-0.048670713,-0.00057583203,-0.00030944412,-0.00066035864,-0.003796254,-0.016495373,0.0020928087,0.0019403499,-0.00022182606,-0.00080105226,0.003573322,0.0006144193,0.000779487,-0.010937174,-0.0051777298,8.909742e-05,-0.0030375451,0.0005455402,0.0018597841,-0.007985792,-0.002280515,-0.0016288158,-0.0019182836,0.0015026159,-0.0030101528,0.001141563,0.003860025,-0.00012542491,-0.0055382825,-0.00032068387,0.011184973,-9.451766e-06,0.00018078297,0.0025017248,0.00049017125,7.154235e-05,0.0017274888,0.0026655854,19013
0.0013512142,-0.0009570738,0.00026848176,0.0003994757,0.00022023264,-0.048592757,-0.009678178,0.0027212952,-0.00013736082,-0.006766104,-0.011314813,0.0018059658,0.000989293,-3.1134844e-06,0.0024699322,0.004628899,0.001123905,7.1761955e-05,-0.011681726,0.002454495,0.0005173624,-0.0042340183,-0.00043335473,-0.0019445188,0.003108118,-0.0024326695,0.0013818275,-0.000996216,0.00094563916,-0.003176235,-0.0014447293,0.002381769,0.00055226265,-0.0073732506,-0.0005334819,0.0055561094,7.98496e-06,0.0028551032,0.0010608819,-0.00025454652,0.0067401575,-0.00085989496,0.0009982846,19014
0.004664055,0.002405882,0.0005491925,-3.0217252e-05,0.00019667397,-0.02146164,-0.0022290424,0.020725057,-4.8829617e-05,0.0019675985,-0.0035119755,0.004302476,0.0015218748,0.0015723667,-0.00033205704,0.0030864,0.0042328653,0.008393623,0.0017324206,-0.0007241052,0.0010489814,-0.0014477457,-0.0012322298,-0.00033249956,0.0067731063,-0.00037970455,-0.0002892946,0.0014319269,-0.00017602653,-0.002928449,0.0014899903,5.5212142e-05,-0.00085265836,0.007756807,-0.0021187647,0.0075506466,0.0002628523,0.0017331644,0.0020029857,0.00010473357,0.008948635,-0.0024204394,0.00089887244,19015
-0.002143165,0.00061019167,-0.0003568149,3.1340864e-05,0.00018253263,-0.051756017,-0.004002788,-0.0004714294,-0.0055475524,-0.011294177,-0.0097422255,-0.0027901134,0.0017226613,-0.0010272948,-0.0020651976,0.0030624855,-0.0009244021,-0.0032235365,-0.014361295,-0.00024491132,-0.002022729,-0.0022744732,0.0002547621,-0.0057580625,0.0017833763,-0.0028871247,-0.0011098029,-0.0021441136,-0.0005521743,-0.003429331,-0.0022498192,-0.0025149346,-0.00012930259,-0.007123024,-0.001306328,0.002663868,0.0001898116,0.0018247161,-0.00065364444,-0.00077679363,0.0044258786,-0.0021715167,0.0014127035,19017
0.0007422963,0.00051048584,-0.0022429843,0.00024115188,8.473783e-05,-0.039045952,-0.0038345205,-0.00074883254,-0.00026760908,-0.008672645,-0.008391893,-0.0039429134,0.0008516637,-0.004119332,-0.0058063166,-0.007014011,-0.003060556,-0.0043069553,-0.0012339237,-0.0044704424,-0.0062420806,-0.007921554,-0.0012675271,-0.045798466,0.002439587,-0.0007976777,-0.00041760926,-0.00071264757,-0.00012481377,-0.0037765459,-0.005817494,0.0011886184,-0.002337957,-0.0003232425,0.0003970085,0.0028852597,-0.00013942842,-0.00020295652,-0.009661585,-0.00524531,-0.005328197,0.0019183538,-0.0014439839,29180
0.00070032495,0.00013392669,-0.0095400335,0.000475041,7.1438946e-05,0.018349675,-0.0010440305,-0.00025831535,-0.0020963869,-0.0046554348,-0.00014969808,-0.0038048546,-0.0020478053,5.4657503e-05,-0.006946196,-0.005018278,0.000257323,-0.004808771,0.002126927,0.00017377704,0.00018687834,-0.0013665868,-0.00034509104,-0.010005848,-0.0014630259,-0.00077254756,-0.0018548946,-0.0056433557,-0.00099192,-0.00442265,0.0004967708,-0.0027116027,-0.005803729,-0.0002453762,0.00028182115,-0.0002898534,0.0001764929,-0.00016844658,-0.0002211778,-0.00065648777,-0.0007796727,-0.0015921191,-0.00037078984,29181
0.0005496377,0.0011654418,-0.008617727,0.0015272151,3.232531e-05,0.035098705,-0.0045485473,-0.00014262239,0.0038146619,0.010035376,-0.002170336,-0.0026453123,-0.0006747897,-0.0007539796,-0.006608827,-0.0019785825,-0.00017999645,-0.0006109224,0.0020464114,0.0011918317,0.0003442172,-0.0020656695,1.8494262e-05,-0.0037145286,-0.0017940593,-0.004693419,-0.00041715908,-0.007917851,-7.396169e-05,-0.0020224757,-0.00022840286,-0.00233014,-0.0020340718,-0.0004186389,0.0006573132,-0.0018074989,-0.0002573021,-0.00019173196,-0.00047656236,-0.002467755,-0.00011533609,-0.0019123107,-5.9443802e-05,29182
0.0014527198,0.0013328426,0.0008020187,3.0075333e-05,0.00015666168,-0.032934073,-0.004270039,-0.00029500911,-0.008041603,-0.00011408338,-0.0035253994,-0.002788918,-0.0016975985,-0.0003116689,0.0014117693,1.9182284e-05,0.0018545304,0.00025457004,-0.01461468,-0.00013352695,-0.0007928152,-0.0025482369,0.00014848814,-0.00082136603,0.0022381633,-0.00080491364,0.0011719672,0.0013669444,-6.200976e-07,-0.0005565807,0.0010886029,0.0009996445,0.0033750988,0.0011331387,-0.0010181561,0.004234777,-0.0023956636,0.0013585511,0.0009800858,-3.0731164e-05,0.0057521826,-0.0038437683,-0.00026971672,29183
-0.0011977516,-0.0060461205,0.0006271866,-9.2353795e-05,0.00010278013,-0.03414298,-0.0050998614,-0.0009923936,-0.009300399,-0.00065903773,-0.00801966,-0.0045554596,0.00013913236,-0.00027674748,-0.0018263455,0.001027578,0.0008511696,-0.00010950361,-0.0074990587,-0.0025282803,-0.003335198,-0.0015272034,0.0002608986,-0.0049716206,-0.0069171987,-0.00234938,0.0016129862,-0.00065001496,0.0006243425,-0.0020986018,-0.0025618272,0.001196111,-0.0021087106,-0.0012428977,-0.0013477707,0.0014422772,-0.0025480029,0.0021030072,0.00076335436,-0.00021503144,0.0018906819,-0.00505987,-0.0003250582,29184
-0.0011538916,0.00288239,0.000752503,8.613094e-06,0.00010452038,-0.032856047,-0.0050300825,-0.0009910659,-0.006382696,0.0031627605,-0.007455192,-0.0045061004,0.0002959416,5.9518334e-05,-0.0022524083,0.0016075524,0.00080289046,0.00014122199,-0.008630448,-0.00083062594,-0.0029945637,-0.001668103,0.00043114417,-0.0048037665,-0.0071054413,-0.0024760081,0.0006608357,-0.00029465888,-2.0039512e-05,-0.0015304021,-0.0035552476,0.0011478466,-0.0020689643,-0.0002689383,-0.0014293457,0.0014565908,-0.002527555,0.0021487072,0.00092346035,-0.00018379687,0.0016785772,-0.0026571944,-0.00028449684,29185
-0.0020815465,-0.0020726463,0.0007282961,0.00018211984,0.0002201389,-0.038989745,-0.0036337492,-0.0008087687,-0.005544241,-0.0009161403,-0.0023929651,-0.00028691537,-0.0016454376,-0.0008882574,0.0015493019,-0.0028182117,0.001295022,-0.0026436178,-0.013101848,-0.002645541,0.001295127,-0.0012317611,-0.0006535519,-0.0023653524,-0.008761548,-0.0033073025,-0.000245601,0.0012318892,-0.0015983545,-0.0018543347,0.00017386241,0.0020108814,0.00096904224,-0.007091121,-0.00078900426,-0.001928718,-0.0012380308,0.0013233869,0.00041164074,-0.0020019263,0.00017007769,-0.0035214394,-0.0001844668,29186
0.0016170441,0.0015984669,0.00069253537,-2.5142455e-05,0.00017323368,-0.033575907,-0.0018578165,-0.00029537256,-0.0076970453,-0.00036383554,-0.0049135913,-0.00086820906,-0.0007327839,0.0007315948,0.0021698526,-0.00027960713,0.00075213035,0.0012968037,-0.013305928,0.00018390136,-0.0006507246,-0.003022158,-4.033803e-05,-0.0015534981,0.0011297283,-0.0010097061,0.0005456115,0.001080819,0.00048602402,-0.0018003285,0.0011907875,0.0017375977,-0.0021977564,5.092504e-05,-0.0013424779,0.0044957306,-0.0024638127,0.0012109312,0.0008444426,1.0837512e-05,0.0056410297,-0.003782994,-0.00015447273,29187
-0.0016906611,0.0024227002,0.0009386914,0.0002782874,0.000137835,-0.027211722,-0.0034469895,-0.00022612173,-0.006516127,0.004664536,-0.0025264933,-0.0012713934,-0.00040873472,0.0008687907,0.00031915944,0.0011195072,0.0020923903,0.0014150843,-0.012091265,-0.0011675209,-0.00463078,-0.00079850224,0.00028486925,-0.0066783745,0.0043910574,0.0008253003,0.0004646154,-0.00023145127,-0.00014077678,-0.0005201279,0.0017789848,0.00092662696,0.0013861543,0.0013492518,-0.00063068623,0.0019752814,-0.0027254715,0.0021584593,0.0009961976,5.020355e-05,0.0022205329,-0.0038739548,-0.0002669061,29188
-0.0010878698,-0.005983148,0.00090101245,-0.0007733744,8.275079e-05,-0.02791464,-0.007471115,-0.0002657917,-0.008144998,-0.0015470275,-0.0048689307,-0.0032700787,-0.0019313749,-0.0008244658,-0.0008620536,-0.0004351759,0.0010110288,0.0010603943,-0.015715368,-0.0054290034,-0.004640723,-0.0012692055,1.9117004e-05,-0.008154873,0.004395683,0.00017650504,0.00052484544,-0.002434362,0.00053033704,-0.0008834763,-3.4032397e-05,0.00052030635,0.0016966197,0.0001086546,-0.00048438262,0.0019357234,-0.0027956984,0.0017426342,0.0008053445,-5.31391e-05,0.0017237528,-0.0049799625,-0.00029172524,29189
-0.0016278719,0.002586683,0.0007209543,-0.0001623745,5.1009178e-05,-0.014746019,-0.0043984824,-0.0009647155,-0.005626242,0.00031060772,-0.005564767,-0.0047881957,-0.0025112655,0.00124468,-0.00058502075,0.00039144428,0.001304081,-0.0017985235,-0.014862983,-0.001603261,0.0016607922,-0.0012586493,-6.300352e-05,-0.0038553807,0.0029135724,-0.0007169678,0.0003793423,-0.00023004119,-0.00043829024,-0.0013053793,0.0015626259,0.00067266874,0.0019796672,0.0011817842,-0.0026953672,0.0025034226,-0.0027463438,0.0015773324,0.00041013962,6.150438e-05,0.0016406312,-0.002911773,-0.00017100725,29190
-0.0006193086,-0.0083663855,0.000795344,0.00035975492,7.793781e-05,-0.028679894,-0.00592354,-0.000978876,-0.008769928,-0.001510098,-0.008256528,-0.0041275937,-0.0019591195,3.809857e-05,-0.00073064596,0.00036467463,8.3464365e-05,0.0005783102,-0.013693387,-0.0056038527,-0.004386642,-0.0013647133,0.00033691386,-0.008298994,0.0040576537,-4.3961634e-05,0.001974043,-0.0021330535,0.00026657205,-0.00222421,2.5302703e-05,0.000652036,0.00277942,0.00071276753,-0.0019762516,0.0020417874,-0.0027893502,0.0013780465,0.0007214813,-0.00029438786,0.0020942467,-0.004874604,-0.00017462265,29191
-0.0021102338,0.003616201,0.0006205261,-0.0001247634,0.00013133857,-0.024621978,-0.004569525,-0.00026656425,-0.0046015847,-0.00035589517,-0.008476613,0.003092516,-0.0013867588,0.00024898656,-0.00097035646,0.00024344954,0.0003636941,-8.114318e-05,-0.011706245,-0.0067054736,-0.0042470745,-0.0017608304,-0.000609386,-0.008876967,0.0026981889,-0.0007110957,0.0007509823,-0.0006407481,-0.00046620704,-0.002250358,-0.00018948331,0.0009693178,0.0015556107,0.00123056,-0.0026480625,0.0026317006,-0.0026603045,0.0020881076,0.00054579205,-0.000113981,0.0006761091,-0.002805745,-0.00019704166,29192
0.0006254831,0.0004739276,-0.0052379295,0.00021559763,7.54568e-05,0.017211081,0.0026969123,-0.00037087675,0.00026437757,0.0021930563,-0.0021501642,-0.005398982,0.0019559185,-0.00611168,-0.000517434,0.0010953784,0.00035680077,0.00087665726,0.00020687003,0.00042805876,-0.0018582963,-0.0020939636,-0.0023780316,-0.020712852,0.0016367651,-0.002255985,-0.0020562345,0.00096681854,9.137424e-05,-0.007894165,-0.00014246651,0.000608399,-0.0040974906,-0.00044529393,-0.001718695,-3.5254074e-05,-0.00028605375,-0.0008798175,-0.00049388193,-0.00042504183,0.0006066835,-0.0018180104,-0.0011626707,29215
0.0011365694,0.0006463052,-9.446837e-05,8.962597e-05,0.0002532914,-0.017279344,-0.0036764685,-0.00013685225,-0.0018879031,-0.011938332,0.0039682332,-0.0069141644,0.00044221897,-0.0049746702,0.0016147597,-0.003277218,0.00034477882,0.0022524688,-0.000901557,5.3978012e-05,0.0014692664,-0.0005181618,-0.0021165863,-0.0052507673,-0.0058115213,-0.003988916,-0.00027199174,-0.000945908,-0.0008629237,-0.0020516752,-0.005505089,0.0020705725,-0.0010592508,-0.00017884679,-0.0007667406,0.00019274106,0.00028604994,-0.0010868243,-0.00062900275,-6.252473e-05,0.0043603336,0.0005638511,-0.0016577374,29216
